"activity_id","student_id","date","type","note"
3899237,9237,"2011-10-19T23:22:00-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nonne igitur tibi videntur, inquit, mala? Erit enim mecum, si tecum erit. Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria? Restincta enim sitis stabilitatem voluptatis habet, inquit, illa autem voluptas ipsius restinctionis in motu est. </p>"
3909237,9237,"2010-08-07T07:10:24-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae rursus dum sibi evelli ex ordine nolunt, horridiores evadunt, asperiores, duriores et oratione et moribus. Praeclare Laelius, et recte sofñw, illudque vere: O Publi, o gurges, Galloni! es homo miser, inquit. Duo Reges: constructio interrete. Ego autem existimo, si honestum esse aliquid ostendero, quod sit ipsum vi sua propter seque expetendum, iacere vestra omnia. De malis autem et bonis ab iis animalibus, quae nondum depravata sint, ait optime iudicari. Quia nec honesto quic quam honestius nec turpi turpius. </p>"
3913305,3305,"2010-10-07T21:36:15-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed ea mala virtuti magnitudine obruebantur. Duo Reges: constructio interrete. Quos quidem dies quem ad modum agatis et in quantam hominum facetorum urbanitatem incurratis, non diconihil opus est litibus-; Quam ob rem tandem, inquit, non satisfacit? </p>"
3923305,3305,"2011-09-19T18:04:46-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Utrum igitur tibi litteram videor an totas paginas commovere? Qui autem diffidet perpetuitati bonorum suorum, timeat necesse est, ne aliquando amissis illis sit miser. Istam voluptatem perpetuam quis potest praestare sapienti? Falli igitur possumus. </p>"
3933305,3305,"2011-10-09T03:45:57-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nihil sane. Quamquam haec quidem praeposita recte et reiecta dicere licebit. Quasi vero, inquit, perpetua oratio rhetorum solum, non etiam philosophorum sit. Vos autem cum perspicuis dubia debeatis illustrare, dubiis perspicua conamini tollere. Nam diligi et carum esse iucundum est propterea, quia tutiorem vitam et voluptatem pleniorem efficit. Universa enim illorum ratione cum tota vestra confligendum puto. Duo Reges: constructio interrete. Quod idem cum vestri faciant, non satis magnam tribuunt inventoribus gratiam. Quid enim ab antiquis ex eo genere, quod ad disserendum valet, praetermissum est? Hic Speusippus, hic Xenocrates, hic eius auditor Polemo, cuius illa ipsa sessio fuit, quam videmus. </p>"
3943305,3305,"2011-10-02T04:08:37-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid in isto egregio tuo officio et tanta fide-sic enim existimo-ad corpus refers? Sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. Utrum enim sit voluptas in iis rebus, quas primas secundum naturam esse diximus, necne sit ad id, quod agimus, nihil interest. Id enim ille summum bonum eu)qumi/an et saepe a)qambi/an appellat, id est animum terrore liberum. Qua exposita scire cupio quae causa sit, cur Zeno ab hac antiqua constitutione desciverit, quidnam horum ab eo non sit probatum; Hoc est non modo cor non habere, sed ne palatum quidem. Duo Reges: constructio interrete. Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; Nos paucis ad haec additis finem faciamus aliquando; </p>"
3953305,3305,"2010-07-31T13:10:51-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Scaevola tribunus plebis ferret ad plebem vellentne de ea re quaeri. Sin autem est in ea, quod quidam volunt, nihil impedit hanc nostram comprehensionem summi boni. Ita multo sanguine profuso in laetitia et in victoria est mortuus. Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; Sed id ne cogitari quidem potest quale sit, ut non repugnet ipsum sibi. Quae enim cupiditates a natura proficiscuntur, facile explentur sine ulla iniuria, quae autem inanes sunt, iis parendum non est. Duo Reges: constructio interrete. Ipse negat, ut ante dixi, luxuriosorum vitam reprehendendam, nisi plane fatui sint, id est nisi aut cupiant aut metuant. Quae diligentissime contra Aristonem dicuntur a Chryippo. Laboro autem non sine causa; Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. Sed et illum, quem nominavi, et ceteros sophistas, ut e Platone intellegi potest, lusos videmus a Socrate. </p>"
39666,66,"2010-01-03T12:14:36-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. Fatebuntur Stoici haec omnia dicta esse praeclare, neque eam causam Zenoni desciscendi fuisse. Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P. Et quidem Arcesilas tuus, etsi fuit in disserendo pertinacior, tamen noster fuit; Cupit enim dícere nihil posse ad beatam vitam deesse sapienti. Sed vos squalidius, illorum vides quam niteat oratio. Duo Reges: constructio interrete. Quare conare, quaeso. At tu eadem ista dic in iudicio aut, si coronam times, dic in senatu. Nec tamen ullo modo summum pecudis bonum et hominis idem mihi videri potest. Nunc reliqua videamus, nisi aut ad haec, Cato, dicere aliquid vis aut nos iam longiores sumus. Sed audiamus ipsum: Compensabatur, inquit, tamen cum his omnibus animi laetitia, quam capiebam memoria rationum inventorumque nostrorum. </p>"
39766,66,"2011-10-25T09:37:46-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Bona autem corporis huic sunt, quod posterius posui, similiora. Verum esto: verbum ipsum voluptatis non habet dignitatem, nec nos fortasse intellegimus. Hoc sic expositum dissimile est superiori. Superiores tres erant, quae esse possent, quarum est una sola defensa, eaque vehementer. Duo Reges: constructio interrete. Et quidem, inquit, vehementer errat; Quibus autem in rebus tanta obscuratio non fit, fieri tamen potest, ut id ipsum, quod interest, non sit magnum. Ego autem tibi, Piso, assentior usu hoc venire, ut acrius aliquanto et attentius de claris viris locorum admonitu cogitemus. Ut scias me intellegere, primum idem esse dico voluptatem, quod ille don. Quid in isto egregio tuo officio et tanta fide-sic enim existimo-ad corpus refers? Introduci enim virtus nullo modo potest, nisi omnia, quae leget quaeque reiciet, unam referentur ad summam. At iam decimum annum in spelunca iacet. </p>"
39866,66,"2010-10-26T16:40:18-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cum autem venissemus in Academiae non sine causa nobilitata spatia, solitudo erat ea, quam volueramus. At vero illa, quae Peripatetici, quae Stoici dicunt, semper tibi in ore sunt in iudiciis, in senatu. Eadem nunc mea adversum te oratio est. Quod autem meum munus dicis non equidem recuso, sed te adiungo socium. Hoc est non modo cor non habere, sed ne palatum quidem. Duo Reges: constructio interrete. Tollenda est atque extrahenda radicitus. Nam Metrodorum non puto ipsum professum, sed, cum appellaretur ab Epicuro, repudiare tantum beneficium noluisse; Mihi quidem Homerus huius modi quiddam vidisse videatur in iis, quae de Sirenum cantibus finxerit. Ergo et avarus erit, sed finite, et adulter, verum habebit modum, et luxuriosus eodem modo. Sunt etiam turpitudines plurimae, quae, nisi honestas natura plurimum valeat, cur non cadant in sapientem non est facile defendere. </p>"
39966,66,"2010-11-10T02:30:17-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Utrum igitur tibi litteram videor an totas paginas commovere? Ne tum quidem te respicies et cogitabis sibi quemque natum esse et suis voluptatibus? Primum non saepe, deinde quae est ista relaxatio, cum et praeteriti doloris memoria recens est et futuri atque inpendentis torquet timor? Si enim non fuit eorum iudicii, nihilo magis hoc non addito illud est iudicatum-. Scientiam pollicentur, quam non erat mirum sapientiae cupido patria esse cariorem. Quare attendo te studiose et, quaecumque rebus iis, de quibus hic sermo est, nomina inponis, memoriae mando; Duo Reges: constructio interrete. Inquit, an parum disserui non verbis Stoicos a Peripateticis, sed universa re et tota sententia dissidere? Voluptatem cum summum bonum diceret, primum in eo ipso parum vidit, deinde hoc quoque alienum; Semper enim ex eo, quod maximas partes continet latissimeque funditur, tota res appellatur. </p>"
40066,66,"2011-06-16T11:40:42-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Crassus fuit, qui tamen solebat uti suo bono, ut hodie est noster Pompeius, cui recte facienti gratia est habenda; At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia? Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. Age, inquies, ista parva sunt. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. An id exploratum cuiquam potest esse, quo modo se hoc habiturum sit corpus, non dico ad annum, sed ad vesperum? Cum autem venissemus in Academiae non sine causa nobilitata spatia, solitudo erat ea, quam volueramus. Ut necesse sit omnium rerum, quae natura vigeant, similem esse finem, non eundem. Duo Reges: constructio interrete. </p>"
401872,872,"2011-07-31T07:01:44-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid enim me prohiberet Epicureum esse, si probarem, quae ille diceret? Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Quid enim mihi potest esse optatius quam cum Catone, omnium virtutum auctore, de virtutibus disputare? Nec tamen ullo modo summum pecudis bonum et hominis idem mihi videri potest. Duo Reges: constructio interrete. Qui autem diffidet perpetuitati bonorum suorum, timeat necesse est, ne aliquando amissis illis sit miser. Facit enim ille duo seiuncta ultima bonorum, quae ut essent vera, coniungi debuerunt; Parvi enim primo ortu sic iacent, tamquam omnino sine animo sint. </p>"
402872,872,"2011-02-26T19:22:27-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cum autem negant ea quicquam ad beatam vitam pertinere, rursus naturam relinquunt. Ac tamen, ne cui loco non videatur esse responsum, pauca etiam nunc dicam ad reliquam orationem tuam. Non quaeritur autem quid naturae tuae consentaneum sit, sed quid disciplinae. Illa enim, quae prosunt aut quae nocent, aut bona sunt aut mala, quae sint paria necesse est. Ego autem existimo, si honestum esse aliquid ostendero, quod sit ipsum vi sua propter seque expetendum, iacere vestra omnia. Alterum significari idem, ut si diceretur, officia media omnia aut pleraque servantem vivere. </p>"
403872,872,"2010-11-28T21:16:46-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Epicurus autem cum in prima commendatione voluptatem dixisset, si eam, quam Aristippus, idem tenere debuit ultimum bonorum, quod ille; Cur ipse Pythagoras et Aegyptum lustravit et Persarum magos adiit? Hic, qui utrumque probat, ambobus debuit uti, sicut facit re, neque tamen dividit verbis. Sed utrum hortandus es nobis, Luci, inquit, an etiam tua sponte propensus es? Sed haec quidem liberius ab eo dicuntur et saepius. Duo Reges: constructio interrete. Sed id ne cogitari quidem potest quale sit, ut non repugnet ipsum sibi. Hanc in motu voluptatem -sic enim has suaves et quasi dulces voluptates appellat-interdum ita extenuat, ut M. </p>"
404872,872,"2010-10-21T09:53:22-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Istam voluptatem perpetuam quis potest praestare sapienti? Ergo in utroque exercebantur, eaque disciplina effecit tantam illorum utroque in genere dicendi copiam. Scaevola tribunus plebis ferret ad plebem vellentne de ea re quaeri. Quae cum magnifice primo dici viderentur, considerata minus probabantur. Duo Reges: constructio interrete. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. Omnium enim rerum principia parva sunt, sed suis progressionibus usa augentur nec sine causa; Nam quod ait sensibus ipsis iudicari voluptatem bonum esse, dolorem malum, plus tribuit sensibus, quam nobis leges permittunt, cum privatarum litium iudices sumus. Sic enim censent, oportunitatis esse beate vivere. Quae iam oratio non a philosopho aliquo, sed a censore opprimenda est. </p>"
405872,872,"2010-10-01T16:19:25-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tum Piso: Atqui, Cicero, inquit, ista studia, si ad imitandos summos viros spectant, ingeniosorum sunt; Sed in rebus apertissimis nimium longi sumus. Hoc dictum in una re latissime patet, ut in omnibus factis re, non teste moveamur. Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. Duo Reges: constructio interrete. Quid ergo aliud intellegetur nisi uti ne quae pars naturae neglegatur? Itaque sensibus rationem adiunxit et ratione effecta sensus non reliquit. Et harum quidem rerum facilis est et expedita distinctio. Non quam nostram quidem, inquit Pomponius iocans; Iam doloris medicamenta illa Epicurea tamquam de narthecio proment: Si gravis, brevis; </p>"
4066619,6619,"2010-07-18T18:47:52-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Et hunc idem dico, inquieta sed ad virtutes et ad vitia nihil interesse. Hoc ille tuus non vult omnibusque ex rebus voluptatem quasi mercedem exigit. Est enim tanti philosophi tamque nobilis audacter sua decreta defendere. Duo Reges: constructio interrete. Hoc enim identidem dicitis, non intellegere nos quam dicatis voluptatem. Nam quibus rebus efficiuntur voluptates, eae non sunt in potestate sapientis. Sunt enim prima elementa naturae, quibus auctis vírtutis quasi germen efficitur. Ut optime, secundum naturam affectum esse possit. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. Quod enim vituperabile est per se ipsum, id eo ipso vitium nominatum puto, vel etiam a vitio dictum vituperari. </p>"
4076619,6619,"2010-07-21T09:02:29-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Alterum significari idem, ut si diceretur, officia media omnia aut pleraque servantem vivere. Quarum ambarum rerum cum medicinam pollicetur, luxuriae licentiam pollicetur. At quanta conantur! Mundum hunc omnem oppidum esse nostrum! Incendi igitur eos, qui audiunt, vides. Aderamus nos quidem adolescentes, sed multi amplissimi viri, quorum nemo censuit plus Fadiae dandum, quam posset ad eam lege Voconia pervenire. Cur igitur, inquam, res tam dissimiles eodem nomine appellas? Duo Reges: constructio interrete. Sed haec ab Antiocho, familiari nostro, dicuntur multo melius et fortius, quam a Stasea dicebantur. Quare conare, quaeso. Ex quo intellegitur officium medium quiddam esse, quod neque in bonis ponatur neque in contrariis. Ita ceterorum sententiis semotis relinquitur non mihi cum Torquato, sed virtuti cum voluptate certatio. Quod enim testimonium maius quaerimus, quae honesta et recta sint, ipsa esse optabilia per sese, cum videamus tanta officia morientis? Itaque eo, quale sit, breviter, ut tempus postulat, constituto accedam ad omnia tua, Torquate, nisi memoria forte defecerit. Et quidem illud ipsum non nimium probo et tantum patior, philosophum loqui de cupiditatibus finiendis. </p>"
4086619,6619,"2011-11-06T20:13:04-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. An me, inquis, tam amentem putas, ut apud imperitos isto modo loquar? De illis, cum volemus. Si enim ita est, vide ne facinus facias, cum mori suadeas. Quae hic rei publicae vulnera inponebat, eadem ille sanabat. Vulgo enim dicitur: Iucundi acti labores, nec male Euripidesconcludam, si potero, Latine; Duo Reges: constructio interrete. Qui-vere falsone, quaerere mittimus-dicitur oculis se privasse; Hanc se tuus Epicurus omnino ignorare dicit quam aut qualem esse velint qui honestate summum bonum metiantur. </p>"
4096619,6619,"2011-10-30T10:07:07-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid est enim aliud esse versutum? Ex quo intellegitur officium medium quiddam esse, quod neque in bonis ponatur neque in contrariis. Sin autem ad animum, falsum est, quod negas animi ullum esse gaudium, quod non referatur ad corpus. Quare, quoniam de primis naturae commodis satis dietum est nunc de maioribus consequentibusque videamus. Quis Pullum Numitorium Fregellanum, proditorem, quamquam rei publicae nostrae profuit, non odit? Duo Reges: constructio interrete. Iam quae corporis sunt, ea nec auctoritatem cum animi partibus, comparandam et cognitionem habent faciliorem. Ergo id est convenienter naturae vivere, a natura discedere. Quis suae urbis conservatorem Codrum, quis Erechthei filias non maxime laudat? </p>"
4106619,6619,"2010-02-14T16:53:39-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Immo vero, inquit, ad beatissime vivendum parum est, ad beate vero satis. An vero, inquit, quisquam potest probare, quod perceptfum, quod. Nosti, credo, illud: Nemo pius est, qui pietatem-; Hoc non est positum in nostra actione. Praeteritis, inquit, gaudeo. Si est nihil nisi corpus, summa erunt illa: valitudo, vacuitas doloris, pulchritudo, cetera. At ille non pertimuit saneque fidenter: Istis quidem ipsis verbis, inquit; Atqui eorum nihil est eius generis, ut sit in fine atque extrerno bonorum. </p>"
4112193,2193,"2011-08-18T15:08:22-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. In qua si nihil est praeter rationem, sit in una virtute finis bonorum; Nec tamen exprimi verbum e verbo necesse erit, ut interpretes indiserti solent, cum sit verbum, quod idem declaret, magis usitatum. Duo Reges: constructio interrete. His similes sunt omnes, qui virtuti student levantur vitiis, levantur erroribus, nisi forte censes Ti. </p>"
4122193,2193,"2011-08-18T02:09:30-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Atqui, inquit, si Stoicis concedis ut virtus sola, si adsit vitam efficiat beatam, concedis etiam Peripateticis. Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. Duo Reges: constructio interrete. Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; Sed quoniam et advesperascit et mihi ad villam revertendum est, nunc quidem hactenus; Ergo infelix una molestia, fellx rursus, cum is ipse anulus in praecordiis piscis inventus est? Aufidio, praetorio, erudito homine, oculis capto, saepe audiebam, cum se lucis magis quam utilitatis desiderio moveri diceret. Negat esse eam, inquit, propter se expetendam. </p>"
4132193,2193,"2010-08-08T16:42:13-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Primum in nostrane potestate est, quid meminerimus? Quid sequatur, quid repugnet, vident. Duo Reges: constructio interrete. Quam tu ponis in verbis, ego positam in re putabam. Quid turpius quam sapientis vitam ex insipientium sermone pendere? Ego quoque, inquit, didicerim libentius si quid attuleris, quam te reprehenderim. Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q. Sed quid ages tandem, si utilitas ab amicitia, ut fit saepe, defecerit? Qui enim voluptatem ipsam contemnunt, iis licet dicere se acupenserem maenae non anteponere. </p>"
4142193,2193,"2010-10-06T23:45:31-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque quantum adiit periculum! ad honestatem enim illum omnem conatum suum referebat, non ad voluptatem. Audio equidem philosophi vocem, Epicure, sed quid tibi dicendum sit oblitus es. Quod vestri quidem vel optime disputant, nihil opus esse eum, qui philosophus futurus sit, scire litteras. Non ego tecum iam ita iocabor, ut isdem his de rebus, cum L. Cetera illa adhibebat, quibus demptis negat se Epicurus intellegere quid sit bonum. </p>"
4152193,2193,"2011-07-07T17:04:56-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cur igitur, cum de re conveniat, non malumus usitate loqui? Incommoda autem et commoda-ita enim estmata et dustmata appello-communia esse voluerunt, paria noluerunt. Nec tamen ille erat sapiens quis enim hoc aut quando aut ubi aut unde? Duo Reges: constructio interrete. </p>"
416727,727,"2011-08-04T14:53:36-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quem si tenueris, non modo meum Ciceronem, sed etiam me ipsum abducas licebit. Nam quibus rebus efficiuntur voluptates, eae non sunt in potestate sapientis. Duo Reges: constructio interrete. Quid, quod homines infima fortuna, nulla spe rerum gerendarum, opifices denique delectantur historia? Quid interest, nisi quod ego res notas notis verbis appello, illi nomina nova quaerunt, quibus idem dicant? Sed ego in hoc resisto; In primo enim ortu inest teneritas ac mollitia quaedam, ut nec res videre optimas nec agere possint. Perturbationes autem nulla naturae vi commoventur, omniaque ea sunt opiniones ac iudicia levitatis. Possumusne ergo in vita summum bonum dicere, cum id ne in cena quidem posse videamur? </p>"
417727,727,"2011-08-04T10:11:50-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc omni virtuti vitium contrario nomine opponitur. Quid, cum volumus nomina eorum, qui quid gesserint, nota nobis esse, parentes, patriam, multa praeterea minime necessaria? Facit enim ille duo seiuncta ultima bonorum, quae ut essent vera, coniungi debuerunt; Aliena dixit in physicis nec ea ipsa, quae tibi probarentur; Tu enim ista lenius, hic Stoicorum more nos vexat. Duo Reges: constructio interrete. Quid enim mihi potest esse optatius quam cum Catone, omnium virtutum auctore, de virtutibus disputare? Animadverti, ínquam, te isto modo paulo ante ponere, et scio ab Antiocho nostro dici sic solere; Praetereo multos, in bis doctum hominem et suavem, Hieronymum, quem iam cur Peripateticum appellem nescio. Alterum significari idem, ut si diceretur, officia media omnia aut pleraque servantem vivere. Quo studio cum satiari non possint, omnium ceterarum rerum obliti níhil abiectum, nihil humile cogitant; </p>"
418727,727,"2011-07-08T13:55:06-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Id enim volumus, id contendimus, ut officii fructus sit ipsum officium. Illa argumenta propria videamus, cur omnia sint paria peccata. Idcirco enim non desideraret, quia, quod dolore caret, id in voluptate est. Quae quidem sapientes sequuntur duce natura tamquam videntes; Parvi enim primo ortu sic iacent, tamquam omnino sine animo sint. Duo Reges: constructio interrete. Et quidem Arcesilas tuus, etsi fuit in disserendo pertinacior, tamen noster fuit; Nam adhuc, meo fortasse vitio, quid ego quaeram non perspicis. Nam constitui virtus nullo modo potesti nisi ea, quae sunt prima naturae, ut ad summam pertinentia tenebit. Qua exposita scire cupio quae causa sit, cur Zeno ab hac antiqua constitutione desciverit, quidnam horum ab eo non sit probatum; </p>"
419727,727,"2010-03-16T17:01:38-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nihil enim iam habes, quod ad corpus referas; Et quidem illud ipsum non nimium probo et tantum patior, philosophum loqui de cupiditatibus finiendis. Positum est a nostris in iis esse rebus, quae secundum naturam essent, non dolere; Nihil ad rem! Ne sit sane; Nonne odio multos dignos putamus, qui quodam motu aut statu videntur naturae legem et modum contempsisse? Duo Reges: constructio interrete. </p>"
420727,727,"2010-08-23T21:42:10-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cum id quoque, ut cupiebat, audivisset, evelli iussit eam, qua erat transfixus, hastam. Atque ita re simpliciter primo collocata reliqua subtilius persequentes corporis bona facilem quandam rationem habere censebant; Duo Reges: constructio interrete. Scaevola tribunus plebis ferret ad plebem vellentne de ea re quaeri. Respondent extrema primis, media utrisque, omnia omnibus. Prodest, inquit, mihi eo esse animo. Hinc ceteri particulas arripere conati suam quisque videro voluit afferre sententiam. Que Manilium, ab iisque M. Aliud est enim poëtarum more verba fundere, aliud ea, quae dicas, ratione et arte distinguere. Age, inquies, ista parva sunt. Tecum optime, deinde etiam cum mediocri amico. Quid enim mihi potest esse optatius quam cum Catone, omnium virtutum auctore, de virtutibus disputare? Quod si ita sit, cur opera philosophiae sit danda nescio. Consequens enim est et post oritur, ut dixi. </p>"
4215410,5410,"2010-03-02T06:22:51-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vobis autem, quibus nihil est aliud propositum nisi rectum atque honestum, unde officii, unde agendi principlum nascatur non reperietis. Quis, quaeso, illum negat et bonum virum et comem et humanum fuisse? Mihi quidem Homerus huius modi quiddam vidisse videatur in iis, quae de Sirenum cantibus finxerit. Nam diligi et carum esse iucundum est propterea, quia tutiorem vitam et voluptatem pleniorem efficit. Duo Reges: constructio interrete. Quaesita enim virtus est, non quae relinqueret naturam, sed quae tueretur. Cenasti in vita numquam bene, cum omnia in ista Consumis squilla atque acupensere cum decimano. </p>"
4225410,5410,"2011-07-07T11:48:50-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Et quidem illud ipsum non nimium probo et tantum patior, philosophum loqui de cupiditatibus finiendis. Ut optime, secundum naturam affectum esse possit. Duo Reges: constructio interrete. Quis Pullum Numitorium Fregellanum, proditorem, quamquam rei publicae nostrae profuit, non odit? His enim rebus detractis negat se reperire in asotorum vita quod reprehendat. Sed non alienum est, quo facilius vis verbi intellegatur, rationem huius verbi faciendi Zenonis exponere. Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; Aut, Pylades cum sis, dices te esse Orestem, ut moriare pro amico? Nam Pyrrho, Aristo, Erillus iam diu abiecti. Quae diligentissime contra Aristonem dicuntur a Chryippo. Suam denique cuique naturam esse ad vivendum ducem. </p>"
4235410,5410,"2011-01-25T00:02:45-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Res tota, Torquate, non doctorum hominum, velle post mortem epulis celebrari memoriam sui nominis. Tanti autem aderant vesicae et torminum morbi, ut nihil ad eorum magnitudinem posset accedere. Atqui perspicuum est hominem e corpore animoque constare, cum primae sint animi partes, secundae corporis. Sed erat aequius Triarium aliquid de dissensione nostra iudicare. </p>"
4245410,5410,"2010-12-15T19:28:08-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sin ea non neglegemus neque tamen ad finem summi boni referemus, non multum ab Erilli levitate aberrabimus. Scientiam pollicentur, quam non erat mirum sapientiae cupido patria esse cariorem. Sed utrum hortandus es nobis, Luci, inquit, an etiam tua sponte propensus es? Sed quod proximum fuit non vidit. Nam si propter voluptatem, quae est ista laus, quae possit e macello peti? Duo Reges: constructio interrete. </p>"
4255410,5410,"2011-04-09T07:08:56-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Superiores tres erant, quae esse possent, quarum est una sola defensa, eaque vehementer. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. Sed quid ages tandem, si utilitas ab amicitia, ut fit saepe, defecerit? Sin autem eos non probabat, quid attinuit cum iis, quibuscum re concinebat, verbis discrepare? Sullae consulatum? Duo Reges: constructio interrete. Non modo carum sibi quemque, verum etiam vehementer carum esse? Eam tum adesse, cum dolor omnis absit; Sed dum efficere vultis beatum sapientem, cum maximas animo voluptates percipiat omnibusque partibus maiores quam corpore, quid occurrat non videtis. Sed venio ad inconstantiae crimen, ne saepius dicas me aberrare; Sint modo partes vitae beatae. Ergo, si semel tristior effectus est, hilara vita amissa est? </p>"
4269420,9420,"2011-05-11T22:09:15-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Manebit ergo amicitia tam diu, quam diu sequetur utilitas, et, si utilitas amicitiam constituet, tollet eadem. Teneo, inquit, finem illi videri nihil dolere. Sed tamen enitar et, si minus multa mihi occurrent, non fugiam ista popularia. Cum id quoque, ut cupiebat, audivisset, evelli iussit eam, qua erat transfixus, hastam. Et ille ridens: Age, age, inquit,-satis enim scite me nostri sermonis principium esse voluisti-exponamus adolescenti,. Rem unam praeclarissimam omnium maximeque laudandam, penitus viderent, quonam gaudio complerentur, cum tantopere eius adumbrata opinione laetentur? Satis est tibi in te, satis in legibus, satis in mediocribus amicitiis praesidii. Sed eum qui audiebant, quoad poterant, defendebant sententiam suam. Duo Reges: constructio interrete. Non enim hilaritate nec lascivia nec risu aut ioco, comite levitatis, saepe etiam tristes firmitate et constantia sunt beati. Ergo omni animali illud, quod appetiti positum est in eo, quod naturae est accommodatum. </p>"
4279420,9420,"2011-05-17T17:09:57-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quos qui tollunt et nihil posse percipi dicunt, ii remotis sensibus ne id ipsum quidem expedire possunt, quod disserunt. Et quidem iure fortasse, sed tamen non gravissimum est testimonium multitudinis. Duo Reges: constructio interrete. Ut necesse sit omnium rerum, quae natura vigeant, similem esse finem, non eundem. Ergo illi intellegunt quid Epicurus dicat, ego non intellego? Quoniam, si dis placet, ab Epicuro loqui discimus. Negat enim summo bono afferre incrementum diem. Id est enim, de quo quaerimus. Aliud igitur esse censet gaudere, aliud non dolere. Satisne vobis videor pro meo iure in vestris auribus commentatus? Ita fit illa conclusio non solum vera, sed ita perspicua, ut dialectici ne rationem quidem reddi putent oportere: si illud, hoc; </p>"
